organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-19;2019;5;2019;20;126
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;665
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;16
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;3455
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-20;2019;5;2019;21;30
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;327
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;371
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;310
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;453
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;2612
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;798
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-20;2019;5;2019;21;3
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-20;2019;5;2019;21;38
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;224
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-20;2019;5;2019;21;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-20;2019;5;2019;21;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-20;2019;5;2019;21;147
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;676
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;16
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;3509
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-21;2019;5;2019;21;31
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;326
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;382
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;321
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;463
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;2650
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;821
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-21;2019;5;2019;21;2
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-21;2019;5;2019;21;39
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;226
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-21;2019;5;2019;21;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-21;2019;5;2019;21;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-21;2019;5;2019;21;155
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;673
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;17
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;3504
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-22;2019;5;2019;21;32
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;330
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;377
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;323
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;455
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;2630
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;812
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-22;2019;5;2019;21;2
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-22;2019;5;2019;21;41
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;222
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-22;2019;5;2019;21;9
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-22;2019;5;2019;21;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-22;2019;5;2019;21;148
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;685
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;17
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;3488
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-23;2019;5;2019;21;34
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;338
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;373
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;310
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;460
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;2617
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;794
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-23;2019;5;2019;21;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-23;2019;5;2019;21;40
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;220
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-23;2019;5;2019;21;9
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-23;2019;5;2019;21;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-23;2019;5;2019;21;135
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;677
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;15
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;3423
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-24;2019;5;2019;21;30
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;332
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;368
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;303
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;448
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;2555
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;791
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-24;2019;5;2019;21;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-24;2019;5;2019;21;40
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;218
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-24;2019;5;2019;21;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-24;2019;5;2019;21;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-24;2019;5;2019;21;130
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;624
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;12
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;3241
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-25;2019;5;2019;21;25
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;309
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;341
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;275
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;400
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;2370
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;733
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-25;2019;5;2019;21;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-25;2019;5;2019;21;37
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;206
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-25;2019;5;2019;21;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-25;2019;5;2019;21;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-25;2019;5;2019;21;115
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;623
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;12
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;3244
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-26;2019;5;2019;21;25
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;309
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;341
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;274
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;400
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;2368
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;735
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-26;2019;5;2019;21;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-26;2019;5;2019;21;37
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;206
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-26;2019;5;2019;21;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-26;2019;5;2019;21;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-26;2019;5;2019;21;116
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;655
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;17
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;3353
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-27;2019;5;2019;22;28
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;324
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;362
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;289
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;435
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;2465
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;776
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2019-05-27;2019;5;2019;22;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-27;2019;5;2019;22;38
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;227
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-27;2019;5;2019;22;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-27;2019;5;2019;22;3
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-27;2019;5;2019;22;129
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;648
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;16
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;3381
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-28;2019;5;2019;22;29
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;323
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;361
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;286
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;430
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;2475
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;787
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-28;2019;5;2019;22;39
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;221
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-28;2019;5;2019;22;9
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-28;2019;5;2019;22;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-28;2019;5;2019;22;128
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;649
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;14
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;3368
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-29;2019;5;2019;22;28
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;317
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;348
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;282
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;426
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;2440
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;767
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-29;2019;5;2019;22;39
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;216
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-29;2019;5;2019;22;9
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-29;2019;5;2019;22;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-29;2019;5;2019;22;134
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;642
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;14
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;3322
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-30;2019;5;2019;22;28
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;314
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;343
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;278
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;418
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;2315
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;762
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-30;2019;5;2019;22;39
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;212
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-30;2019;5;2019;22;9
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-30;2019;5;2019;22;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-30;2019;5;2019;22;127
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;645
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;14
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;3316
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-05-31;2019;5;2019;22;28
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;313
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;341
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;273
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;417
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;2307
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;755
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-05-31;2019;5;2019;22;38
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;215
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-05-31;2019;5;2019;22;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-05-31;2019;5;2019;22;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-05-31;2019;5;2019;22;123
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;599
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;11
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;3139
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-06-01;2019;6;2019;22;21
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;293
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;321
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;260
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;381
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;2213
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;715
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-06-01;2019;6;2019;22;35
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;192
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-06-01;2019;6;2019;22;7
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-06-01;2019;6;2019;22;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-06-01;2019;6;2019;22;109
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;598
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;11
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;3137
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-06-02;2019;6;2019;22;21
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;292
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;321
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;259
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;381
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;2211
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;712
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-06-02;2019;6;2019;22;35
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;192
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-06-02;2019;6;2019;22;7
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-06-02;2019;6;2019;22;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-06-02;2019;6;2019;22;108
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;655
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;16
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;3273
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-06-03;2019;6;2019;23;22
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;306
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;340
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;294
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;430
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;2415
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;754
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-06-03;2019;6;2019;23;37
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;202
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-06-03;2019;6;2019;23;7
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-06-03;2019;6;2019;23;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-06-03;2019;6;2019;23;118
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;680
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;16
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;3331
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-06-04;2019;6;2019;23;22
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;307
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;356
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;297
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;438
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;2452
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;777
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-06-04;2019;6;2019;23;39
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;208
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-06-04;2019;6;2019;23;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-06-04;2019;6;2019;23;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-06-04;2019;6;2019;23;122
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;672
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;19
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;3316
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-06-05;2019;6;2019;23;23
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;316
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;349
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;293
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;435
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;2472
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;779
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-06-05;2019;6;2019;23;42
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;206
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2019-06-05;2019;6;2019;23;8
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2019-06-05;2019;6;2019;23;4
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2019-06-05;2019;6;2019;23;119
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;678
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;19
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;3329
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2019-06-06;2019;6;2019;23;24
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;318
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;362
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;298
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;429
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;2456
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;772
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2019-06-06;2019;6;2019;23;44
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2019-06-06;2019;6;2019;23;201
